Unnamed: 0;word;translation;type;cefr;phon_br;phon_n_am;definition;example
1518;disappointed;розчарований;adjective;b1;/ˌdɪsəˈpɔɪntɪd/;/ˌdɪsəˈpɔɪntɪd/;upset because something you hoped for has not happened or been as good, successful, etc. as you expected;The singer has promised to refund any disappointed fans. 
1519;disappointing;невтішний;adjective;b1;/ˌdɪsəˈpɔɪntɪŋ/;/ˌdɪsəˈpɔɪntɪŋ/;"not as good, successful, etc. as you had hoped; making you feel disappointed";a disappointing result/performance/defeat
1520;disappointment;розчарування;noun;b2;/ˌdɪsəˈpɔɪntmənt/;/ˌdɪsəˈpɔɪntmənt/;the feeling of being sad because something has not happened or been as good, successful, etc. as you expected or hoped;Book early for the show to avoid disappointment.
1521;disaster;катастрофа;noun;a2;/dɪˈzɑːstə(r)/;/dɪˈzæstər/;an unexpected event, such as a very bad accident, a flood or a fire, that kills a lot of people or causes a lot of damage;the world's worst humanitarian disaster
1522;disastrous;катастрофічний;adjective;c1;/dɪˈzɑːstrəs/;/dɪˈzæstrəs/;very bad, harmful or unsuccessful;a disastrous harvest/fire/result
1523;disc;диск;noun;b2;/dɪsk/;/dɪsk/;a thin flat round object;He wears an identity disc around his neck.
1524;discard;відкинути;verb;c1;/dɪˈskɑːd/;/dɪˈskɑːrd/;to get rid of something that you no longer want or need;discard somebody/something, The room was littered with discarded newspapers.
1525;discharge;розряд;verb;c1;/dɪsˈtʃɑːdʒ/;/dɪsˈtʃɑːrdʒ/;"to give somebody official permission to leave the police or the armed forces; to make somebody leave the police or the armed forces";be discharged from something, He was discharged from the army following his injury.
1526;discipline;дисципліна;noun;b2;/ˈdɪsəplɪn/;/ˈdɪsəplɪn/;"the practice of training people to obey rules and orders and punishing them if they do not; the controlled behaviour or situation that is the result of this training ";The school has a reputation for high standards of discipline.
1527;disclose;розкрити;verb;c1;/dɪsˈkləʊz/;/dɪsˈkləʊz/;to give somebody information about something, especially something that was previously secret;disclose something (to somebody), The spokesman refused to disclose details of the takeover to the press.
1528;disclosure;розголошення;noun;c1;/dɪsˈkləʊʒə(r)/;/dɪsˈkləʊʒər/;the act of making something known or public that was previously secret or private;the newspaper’s disclosure of defence secrets
1529;discount;знижка;noun;b1;/ˈdɪskaʊnt/;/ˈdɪskaʊnt/;an amount of money that is taken off the usual cost of something;to get/offer a discount
1530;discount;знижка;verb;b2;/ˈdɪskaʊnt/;/ˈdɪskaʊnt/;"to take an amount of money off the usual cost of something; to sell something at a discount";be discounted by something, Most of our stock has been discounted by up to 40 per cent.
1531;discourage;відштовхувати;verb;b2;/dɪsˈkʌrɪdʒ/;/dɪsˈkɜːrɪdʒ/;to try to prevent something or to prevent somebody from doing something, especially by making it difficult to do or by showing that you do not approve of it;discourage (doing) something, a campaign to discourage smoking among teenagers
1532;discourse;дискурс;noun;c1;/ˈdɪskɔːs/;/ˈdɪskɔːrs/;a long and serious treatment or discussion of a subject in speech or writing;discourse on something, a discourse on issues of gender and sexuality
1533;discover;відкрийте;verb;a2;/dɪˈskʌvə(r)/;/dɪˈskʌvər/;to be the first person to become aware that a particular place or thing exists;Cook is credited with discovering Hawaii.
1534;discovery;відкриття;noun;a2;/dɪˈskʌvəri/;/dɪˈskʌvəri/;an act or the process of finding somebody/something, or learning about something that was not known about before;Researchers in this field have made some important new discoveries.
1535;discretion;розсуд;noun;c1;/dɪˈskreʃn/;/dɪˈskreʃn/;the freedom or power to decide what should be done in a particular situation;I'll leave it up to you to use your discretion.
1536;discrimination;дискримінація;noun;c1;/dɪˌskrɪmɪˈneɪʃn/;/dɪˌskrɪmɪˈneɪʃn/;the practice of treating somebody or a particular group in society less fairly than others;age/racial/gender/sex discrimination (= because of somebody’s age, race or sex)
1537;discuss;обговорити;verb;a1;/dɪˈskʌs/;/dɪˈskʌs/;to talk about something with somebody, especially in order to decide something;discuss something with somebody, Have you discussed the problem with anyone?
1538;discussion;обговорення;noun;a2;/dɪˈskʌʃn/;/dɪˈskʌʃn/;"a conversation about somebody/something; the process of discussing somebody/something ";I discovered something interesting during a family discussion.
1539;disease;хвороба;noun;a2;/dɪˈziːz/;/dɪˈziːz/;an illness affecting humans, animals or plants, often caused by infection;heart/lung/liver disease
1540;dish;блюдо;noun;a1;/dɪʃ/;/dɪʃ/;a flat shallow container for cooking food in or serving it from;a baking/serving dish
1541;dishonest;нечесний;adjective;b2;/dɪsˈɒnɪst/;/dɪsˈɑːnɪst/;"not honest; intending to trick people";Beware of dishonest traders in the tourist areas.
1542;disk;диск;noun;b2;/dɪsk/;/dɪsk/;a thin flat round object;Red blood cells are roughly the shape of a disk.
1543;dislike;неприязнь;noun;b1;/dɪsˈlaɪk/;/dɪsˈlaɪk/;a feeling of not liking somebody/something;dislike of somebody/something, He did not try to hide his dislike of his boss.
1544;dislike;неприязнь;verb;b1;/dɪsˈlaɪk/;/dɪsˈlaɪk/;to not like somebody/something;dislike somebody/something, Why do you dislike him so much?
1545;dismiss;звільнення;verb;b2;/dɪsˈmɪs/;/dɪsˈmɪs/;to decide that somebody/something is not important and not worth thinking or talking about;dismiss somebody/something, to dismiss a suggestion/a claim/an idea
1546;dismissal;звільнення;noun;c1;/dɪsˈmɪsl/;/dɪsˈmɪsl/;"the act of dismissing somebody from their job; an example of this";He still hopes to win his claim against unfair dismissal.
1547;disorder;розлад;noun;b2;/dɪsˈɔːdə(r)/;/dɪsˈɔːrdər/;a condition or illness that causes problems with the way part of the body or brain works;a blood/bowel disorder
1548;displace;переміщення;verb;c1;/dɪsˈpleɪs/;/dɪsˈpleɪs/;to take the place of somebody/something;be displaced (by somebody/something), Gradually factory workers have been displaced by machines.
1549;display;дисплей;noun;b2;/dɪˈspleɪ/;/dɪˈspleɪ/;an arrangement of things in a public place to inform or entertain people or advertise something for sale;a beautiful floral display 
1550;display;дисплей;verb;b2;/dɪˈspleɪ/;/dɪˈspleɪ/;"to put something in a place where people can see it easily; to show something to people";display something, The exhibition gives local artists an opportunity to display their work.
1551;disposal;утилізація;noun;c1;/dɪˈspəʊzl/;/dɪˈspəʊzl/;the act of getting rid of something;The council is responsible for waste disposal and street cleaning.
1552;dispose;розпоряджатися;verb;c1;/dɪˈspəʊz/;/dɪˈspəʊz/;to arrange things or people in a particular way or position;The visitors disposed themselves in a circle round the statue.
1553;dispute;суперечка;noun;c1;/dɪˈspjuːt/;/dɪˈspjuːt/;"an argument between two people, groups or countries; discussion about a subject on which people disagree";industrial/pay disputes
1554;dispute;суперечка;verb;c1;/dɪˈspjuːt/;/dɪˈspjuːt/;to question whether something is true or legally or officially acceptable;dispute something, These figures have been disputed.
1555;disrupt;порушувати;verb;c1;/dɪsˈrʌpt/;/dɪsˈrʌpt/;to make it difficult for something to continue in the normal way;Demonstrators succeeded in disrupting the meeting.
1556;disruption;зрив;noun;c1;/dɪsˈrʌpʃn/;/dɪsˈrʌpʃn/;"a situation in which it is difficult for something to continue in the normal way; the act of stopping something from continuing in the normal way";We aim to help you move house with minimum disruption to yourself.
1557;dissolve;розчинення;verb;c1;/dɪˈzɒlv/;/dɪˈzɑːlv/;to mix with a liquid and become part of it;Salt dissolves in water.
1558;distance;відстань;noun;a2;/ˈdɪstəns/;/ˈdɪstəns/;the amount of space between two places or things;a short/long distance
1559;distant;далекі;adjective;b2;/ˈdɪstənt/;/ˈdɪstənt/;far away in space or time;the distant sound of music
1560;distinct;виразний;adjective;b2;/dɪˈstɪŋkt/;/dɪˈstɪŋkt/;easily or clearly heard, seen, felt, etc.;There was a distinct smell of gas.
1561;distinction;відмінність;noun;c1;/dɪˈstɪŋkʃn/;/dɪˈstɪŋkʃn/;a clear difference or contrast especially between people or things that are similar or related;distinctions between traditional and modern societies
1562;distinctive;виразний;adjective;c1;/dɪˈstɪŋktɪv/;/dɪˈstɪŋktɪv/;having a quality or characteristic that makes something different and easily noticed;clothes with a distinctive style
1563;distinguish;розрізняти;verb;b2;/dɪˈstɪŋɡwɪʃ/;/dɪˈstɪŋɡwɪʃ/;to recognize the difference between two people or things;distinguish between A and B, At what age are children able to distinguish between right and wrong?
1564;distort;спотворення;verb;c1;/dɪˈstɔːt/;/dɪˈstɔːrt/;to change the shape, appearance or sound of something so that it is strange or not clear;a fairground mirror that distorts your shape
1565;distract;відволікатися;verb;b2;/dɪˈstrækt/;/dɪˈstrækt/;to take somebody’s attention away from what they are trying to do;You're distracting me from my work.
1566;distress;лихо;noun;c1;/dɪˈstres/;/dɪˈstres/;"a feeling of great worry or unhappiness; great mental pain";The newspaper article caused the actor considerable distress.
1567;distress;лихо;verb;c1;/dɪˈstres/;/dɪˈstres/;to make somebody feel very worried or unhappy;distress somebody, It was clear that the letter had deeply distressed her.
1568;distribute;розповсюджувати;verb;b2;/dɪˈstrɪbjuːt/;/dɪˈstrɪbjuːt/;"to give things to a large number of people; to share something between a number of people";distribute something, The leaflets have been widely distributed.
1569;distribution;розподіл;noun;b2;/ˌdɪstrɪˈbjuːʃn/;/ˌdɪstrɪˈbjuːʃn/;the way that something is spread or exists over a particular area or among a particular group of people;distribution of something, They studied the geographical distribution of the disease.
1570;district;район;noun;b2;/ˈdɪstrɪkt/;/ˈdɪstrɪkt/;an area of a country or town, especially one that has particular features;the City of London’s financial district
1571;disturb;турбувати;verb;b2;/dɪˈstɜːb/;/dɪˈstɜːrb/;to interrupt somebody when they are trying to work, sleep, etc.;I'm sorry to disturb you, but can I talk to you for a moment?
1572;disturbing;тривожний;adjective;c1;/dɪˈstɜːbɪŋ/;/dɪˈstɜːrbɪŋ/;making you feel anxious and upset or shocked;a disturbing piece of news
1573;dive;дайвінг;noun;b2;/daɪv/;/daɪv/;a jump into deep water with your head first and your arms in front of you;a spectacular high dive (= from high above the water)
1574;dive;дайвінг;verb;b2;/daɪv/;/daɪv/;to jump into water with your head and arms going in first;dive (from/off something) (into something), We dived into the river to cool off.
1575;diverse;різноманітний;adjective;b2;/daɪˈvɜːs/;/daɪˈvɜːrs/;very different from each other and of various kinds;People from diverse cultures were invited to the event.
